marketplace,customer_id,review_id,product_id,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,year,review_date,product_category
US,44638753,RXX0D0OAGHBP9,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,N,Amazon.com Gift card,I received this card as a gift. I feel this is a great gift card as Amazon has almost all the top brands available.,2012,2012-06-06,Gift Card
US,51260237,R2NFQJKMLVYHTV,BT00DC6QU4,473048287,Amazon.com eGift Cards,3,0,0,N,N,trouble using it,I had trouble using the card for purchases with on my kindle. Could not use it for pre orders. Then it said I had redeemed my card when I had not purchased anything.I finally purchased a book and for some reason it went to my account. Very confusing.,2012,2012-06-06,Gift Card
US,28813664,R2918IDN2RNO6,B005EISP96,271477761,Amazon Gift Card - Print - Birthday Balloons (Cut Out),5,0,0,N,Y,Gift card,"A gift card from Amazon is a really good choice as a present, you know the person will always find something they like.<br />I also thought it was easy to buy and I like the fact that you can choose how you want it to look before printing out.",2012,2012-06-06,Gift Card
US,50314239,R21HICD0P6M0HC,B005ESMJ02,564167907,Amazon.com Gift Card in a Black Gift Box (Previous Generation Card Designs),4,0,0,N,Y,What can I say? It's just a gift card,"I got the gift card for my mom, who has a Kindle (with 3G service) but no other internet. So this is a good way for her to buy books. The purchase screens were confusing, saying they could deliver it in 1 day, 2 days, etc, but the dates listed didn't match the delivery speed. I chose the 2 day, which took 4 days.<br /><br />I would have given it 5 stars if not for the confusing purchase options. But she's happy with her card and hasn't had any problems.",2012,2012-06-06,Gift Card
US,52511493,R3RX6U8VOJ33EE,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Amazon Gift Card,"I received and Amazon gift card.  When I went to use the card, it worked perfectly.  No problems at all - very simple and easy to redeem.",2012,2012-06-06,Gift Card
US,16544129,R2MR8THAQ3DAGI,B005EISPLE,834631817,Amazon Gift Card - Print - Birthday Party (Color-In),4,0,0,N,Y,Gift print & card-color-in,"Although it wasn't the recipient's birthday, this was the only color-in option Amazon had to offer.<br />We used it anyway, but it would have been perfect, if we were able to chose a few different coloring themes.",2012,2012-06-06,Gift Card
US,24300632,R3IDX6QPRRN51X,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,N,GIFT CARD,"i HAVE A KINDLE FIRE & MY DAUGHTER GAVE ME A $100.00 GIFTCARD.  IT WAS VERY EASY TO REDEEM, I BOUGHT BOOKS OFF COURSE, & WHAT I DIDN'T SPEND IS WAITING THERE FOR ME WHEN I FINISH THE BOOK I BOUGHT.  LOVED THE GIFT !!!!",2012,2012-06-06,Gift Card
US,40663535,R24JY6JB2QS7D8,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Great gift,My family loves the Amazon gift card because they are so easy to use and it allows them to get exactly what they want.,2012,2012-06-06,Gift Card
US,27994500,RTKZG24OOJP8H,B004LLILI2,386522513,Amazon eGift Card - Cinco De Mayo,5,0,0,N,N,eGift,"It was so easy to purchase/send this gift. And in the small increment I needed! I couldn't choose the $5 gift card amount at iTunes, so I chose Amazon instead!",2012,2012-06-06,Gift Card
US,41785420,R2V7ZF01GZ22KY,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,"Amazon is the only website for Jeannette in Key West, Florida",I always shop on Amazon you are the best!!!!!! I live in Key West and rely on Amazon for all of my shopping needs!!!!,2012,2012-06-06,Gift Card
US,46271003,REJE6Q7NZ13ZX,B0064PLNJW,459536087,"Amazon.com Gift Cards, Pack of 10 (Various Card Designs)",5,1,3,N,N,Great Gift,This was a great gift to give our daughter so that way she could choose any gift that she could find on the site.,2012,2012-06-06,Gift Card
US,11985769,R2OOB2C350M12Q,B005S28ZES,675799499,Amazon.com Gift Card in a Black Gift Box (Various Card Designs),5,0,0,N,N,Best gift ever.,"When my daughter asked what I wanted for my birthday, my answer was easy, an Amazon gift card.  I can buy books on my kindle, or anything else.  The possibilities are endless.  Once I put the gift card on my Amazon account, it's there forever, ready to use whenever I am.  Love Amazon.",2012,2012-06-06,Gift Card
US,52789090,R3SU99F6TODR0I,B005S28ZES,675799499,Amazon.com Gift Card in a Black Gift Box (Various Card Designs),5,0,0,N,N,An Amazon gift card always makes a great present!,"Seems kinda funny to be reviewing a gift card. The one thing that I liked the most was the fact that it worked perfectly! I put it to good use by applying it to the purchase of a super cool Sony DSC-HX9V CyberShot camera.<br />I always look forward to receiving Amazon gift cards, their fun!",2012,2012-06-06,Gift Card
US,46884904,R2FDVCAF7FVWXB,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,A Gift,I received a gift card for my birthday which was sensational as I previously got a Kindle Reader as I read a lot of books as I travel a lot.<br /><br />The card was easy to activate and that counts for a lot as some sites are just not worth going too.<br /><br />I find the amazon site very easy to navigate around and it is even simpler to purchase books.<br /><br />Well done to the IT Group,2012,2012-06-06,Gift Card
US,46922449,R2CV65DO0XZW5E,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),4,0,0,N,N,BDay gift card,"I received the gift card from my sister for my BDay and I have no complaints about being able to use it.  The problem that I found was that the BDay card, envelope, and gift card were all separate.  The person that packed it didn't take the time to put it together as a gift as it should have been.  In the future I will most likely pick up a card elsewhere to ensure that the presentation is as nice as being able to use the card.",2012,2012-06-06,Gift Card
US,26627850,R8UW16WG6V3DH,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Gift Card review,I enjoy getting gift cards from Amazon so as to purchase e-books for my Kindle. I am always looking for new authors and titles to read and receiving a gift card is like free books. The process of putting the gift card toward my account is very easy and can be done within a couple of minutes. I like the convience and ease of the whole process.I also enjoy purchasing gift cards as gifts for others and giving them. I am frequently told by people that they like gift cards from Amazon because they can also find something they like and want.,2012,2012-06-06,Gift Card
US,16464203,R4WTRLH5NHN2A,B004KNWWU4,326384774,Amazon Gift Card - Print - Happy Birthday (Birds),5,0,0,N,Y,AMAZON GIFT CARD,The amazon gift card gave me a quick and efficient way to take care of a birthday present w/o going shopping myself... very convenient!!!,2012,2012-06-06,Gift Card
US,47912558,R2SBPRLXUBIQJ2,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Amazon Gift Card,"Amazon gift cards are easy to use, easy to redeem and can be used for anything on the Amazon website. Just like cash :)",2012,2012-06-06,Gift Card
US,37781153,RAM10DETQMXMX,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,N,love it,it always is a good thing when I get a gift card - I can purchase my books to read and they are a gift that is just the right one !!!!!,2012,2012-06-06,Gift Card
US,38268928,R2LZWPP49U2KDK,BT00CTP2GM,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,Y,Best gift card ever!,"Thank you Amazon for providing gift cards. This is the best gift card option ever! All my recipients received their gift cards the day after I ordered. Super fast shipping! The card is easy to use on website or phone orders. This gift card is a must for birthdays, holidays, graduations, or any other special occasion.",2012,2012-06-06,Gift Card
US,43549607,R1NJ4ULG8ESTG1,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Gift Card,"I absolutely LOVE this card!  I have received them in the past, so now I ask for them when I know an event is coming up when friends and family might be shopping for me.  It's easy for them, and the BEST for me.  So much fun to shop in the Kindle Store and not worry about putting them on my credit card!  It's a great gift!",2012,2012-06-06,Gift Card
US,47306948,R2QXYMNIS7Q7SO,B004LLIKVU,473048287,Amazon.com eGift Cards,5,0,0,N,Y,Amazon Delight Card,"Instantly attainable, makes shopping easy on-line. Makes great gift for anyone for almost anything a person wants or needs. Very pleased!",2012,2012-06-06,Gift Card
US,13629566,RB0L08I3ZKUK1,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,EASY PEEZY!!,my card was a mother's day gift from my son and i always get one for xmas. they are so easy to use. they keep track of your balance.plus so easy to buy online. a great gift.,2012,2012-06-06,Gift Card
US,46954549,RNDW4CWPWE5S9,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,N,Excellent,I got an Amazon gift card for Mother's Day and I loved it! It was extremely easy to use and the perfect gift. I will be giving them as gifts too!,2012,2012-06-06,Gift Card
US,48345218,R217SGMRIM7TT4,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,3,0,0,N,N,Gift cards,"I received a gift card for my birthday. Having just purchased a kindle, I downloaded a book, using a portion of the giftcard money. The download was very prompt. What has disappointed me is that I see no mention of the remaining value of the gift card available for future use. I spent approximately $13 of $20. I expected to be able to put the other $8 towards another purchase.<br />By the way, the Kindle IS all I expected and very easy to use. However, having thoroughly enjoyed the book, I cannot lend it to my friends without also lending my kindle.",2012,2012-06-06,Gift Card
US,31676751,R14Z831Z82KXV,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,The Last Boyfriend,The book was very well written - I wanted to keep reading and not put it down. Mrs. Roberts does an excellent job of developing characters. Her descriptions are intriguing. I'm looking forward to the publication of the sequel.,2012,2012-06-06,Gift Card
US,27209196,R10090A2JR6N3S,B004KNWX6C,763371347,Amazon Gift Card - Print - Celebrate,5,0,0,N,Y,Gift cards are the best!,"Quick, reliable, easy to print! Great for anyone! Any value can be put on the card, then printed. Less than 10 minutes from start to finish!",2012,2012-06-06,Gift Card
US,11489403,R1YDB6BY496RID,B005S28ZES,675799499,Amazon.com Gift Card in a Black Gift Box (Various Card Designs),5,0,0,N,N,Excellent!,"This was the perfect gift for me, personally. Mostly because I didn't know exactly what I wanted for my birthday, but also because some of the items I did want (posters, cds, etc) can't be found in most stores. This is the perfect gift for anyone who doesn't know what they want or cannot find what they want in typical stores. Highly recommended.",2012,2012-06-06,Gift Card
US,42685570,R2D1MVHIGHIHW8,B004Q7CKCE,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,Y,Perfect gift for a college student,"I love the variety of things I can find on Amazon.com so I like to give gift cards to my<br />student : )  I tell her, you can even buy Ramen Noodles on Amazon, (apparently a staple of college life).",2012,2012-06-06,Gift Card
US,23158638,R2YSLPP46CKZ0R,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,4,0,0,N,Y,Amazon gift card,"The product went down very well with the recipient, who was emigrating to Canada from the UK and it was useful for the present to be in dollars.  We had some difficulties with printing the card, so not sure if compatible with all systems.",2012,2012-06-06,Gift Card
US,29934408,R8KDKWXCNQIY8,BT00CTOUNS,775486538,Amazon.com Gift Card in a Greeting Card (Various Designs),5,0,0,N,N,gift card,I received a gift card for Mother's Day from my son.  It is the perfect gift and I use it to buy books for my Kindle.,2012,2012-06-06,Gift Card
US,11444878,RBYIRCER0IIK1,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,2,1,2,N,N,gift cards,"I loved recieving a gift card as gifts from my family, but I discovered that using it was more difficult. It is all over the initial page for Amazon.com on purchasing one but unless one is computer savy it was a lot more intimadating to use one to purchase something with it is. It had taken me alot longer to figure it out than I cared to. Instructions are not easily found, and if one uses only half of the value does the rest go on the account and will they automaticly use it toward the next purchase or does one have to re-enter the number into ?  How does one use it on another purchase order and still use your credit card for the rest. I would like for Amazon to re do their page and list an area for the soul purpose of using and purchasing gift cards for the inept computer users. Thank you",2012,2012-06-06,Gift Card
US,15961775,R1FEBMIKROEHUA,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Gift card,I received a gift card for my birthday.  I used it to order two books that I had coveted for some time.  I received the books in a timely fashion.  Iwould not have purchased them without the gift card.  The gift card is a great idea!,2012,2012-06-06,Gift Card
US,13062957,R14LENNCVJUYA1,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Vera Bradley purse and wallet to match,"My two daughters gave me Amazon gift cards for my 64th birthday.  I purchased a Vera Bradley hipster purse and wallet to match.  Pattern Symphony in Hue.  I am loving it and I am planning to take it on vacation, I will wear the purse around my neck and over shoulder for safety.  Very cute, with bright colors and many compartments.[[ASIN:B0050PYV32 Vera Bradley Symphony in Hue Compact Wallet]][[ASIN:B004EMV1BW Vera Bradley Hipster]]",2012,2012-06-06,Gift Card
US,45604403,R2GL0TOZ1Y16HQ,B004LLIL9Q,667798887,Amazon eGift Card - Seasonal (Summer Pinwheels),5,0,0,N,Y,gift cards,Amazon is amazing easy to purchase gift cards from especially when you just don't know what to get that special someone and that person shops with Amazon a lot. They are so easy to buy and REALLY EASY TO SPEND. It's the best way. Thanks AMAZON!,2012,2012-06-05,Gift Card
US,52505936,RT24DMFTLOR8W,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Gift card review,"This gift card was a surprise, but a pleasant one. Amazon.com gift cards are the best because of the variety of items one is able to purchase.",2012,2012-06-05,Gift Card
US,24664426,RZEZ1PD2E5PVA,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,I Love Gift Cards!!!,"Every Mother's Day and Birthday, and any other occasion I can think of, I always ask for an Amazon Gift Card! I like that I can spend it on just about anything I can think of !",2012,2012-06-05,Gift Card
US,52152356,R3FGXAMHQR59IC,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Love my Amazon gift card.,I love receiving Amazon gift cards from my kids. The gift card is so easy to use and I get to pick exactly what I want!,2012,2012-06-05,Gift Card
US,30496711,R387FJ26O11GUA,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Love everything about Amazon. Gift card,Card gave me a chance to buy something I needed and wanted! Product excellent and 50 aor 60 dollars cheaper than anywhere else. Made purchase possible!,2012,2012-06-05,Gift Card
US,36692678,R1CCPAOKIYMDT1,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Best way to buy and budget for Kindle books,"I always buy my Kindle Books with an Amazon Gift Card because it makes it so much easier to manage my book buying budget. Also in these days of changing exchange rates between the Australian Dollar and the US Dollar, a gift card balance purchased when the exchange rate was more favourable is a hedge against a falling exchange rate.<br /><br />The Gift Card also helps to more easily understand my credit card statement. Instead of a list of small purchases for each book (each one with its own exchange commission) there is a single transaction and I can track my book purchases in detail via my Amazon Gift Card account.<br /><br />Birthday and Christmas present lists are now so easy. \\""I would love an Amazon Gift Card so that I can keep on reading.....\\""",2012,2012-06-05,Gift Card
US,50688106,R2AA0A33PD9KP9,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Way to go,"Amazon is pretty cool I must say I'm brand new to the site and im not real computer friendly,,, but I've been using amazon now for about a month and it's pretty easy !!! Thank u amazon",2012,2012-06-05,Gift Card
US,51108516,R3436CQ6M3X635,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Always delighted to get a Amazon gift card,I love to receive an Amazon gift card from my husband or grown-up children.  It is so easy to use when I do my Kindle/book/music shopping.  I also like getting the card via email as it is fast and safe.,2012,2012-06-05,Gift Card
US,14952070,R1CRM5IBK9LTUE,B005S28ZES,675799499,Amazon.com Gift Card in a Black Gift Box (Various Card Designs),5,0,0,N,Y,Loved but why not electronic?,"Can't complain. Was easy to order, arrived super fast with no shipping costs, but with all this technology...wondering why an electronic version couldn't be executed...<br />I bought this gift card for myself to help me budget my purchase that I wanted to make immediately, so I was hoping to use it right away. But I had to wait...ultimately waiting was for the best but originally I was disappointed it couldn't be used instantaneously (for timing and plastic waste reasons).",2012,2012-06-05,Gift Card
US,14483587,R1AVVGJ5HNY7YS,B004LLIKY2,918740469,Amazon eGift Card - Amazon Kindle,5,0,0,N,Y,So easy to do,I love purchasing gift cards that can be electronically presented to my friends or family. It makes an awesome last minute gift especially since I have most of my family members that are out of state. It saves me on postage and keeps me from having to stress out at the last minute. I love Amazon.com gift cards because the recipient can choose whatever THEY want!,2012,2012-06-05,Gift Card
US,26739125,R1VHTW62ZYF4UY,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Gift Card,"Amazon gift cards are great presents to give and receive.  Amazon has tons of great items to choose from, free shipping on a lot of items, and shipping is fast.",2012,2012-06-05,Gift Card
US,51021982,R161DBQJ65FDLW,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,Y,"It is an easy, safe and practical to make a gift!","It is an easy, safe and practical to make a gift. The freedom to choose the person receiving the card to buy what they most need or you like!<br /><br />Espa&ntilde;ol:<br />Es una forma f&aacute;cil, segura y pr&aacute;ctica de hacer un regalo. Da la libertad de elegir a la persona que recibe la tarjeta de comprar lo que m&aacute;s necesite &oacute; le guste!",2012,2012-06-05,Gift Card
US,50303392,R35LDIJ41TIY1M,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,So convenient!,"The print at home gift cards that Amazon offers are so convenient for the purchaser, and so easy to redeem for the recipient. The designs they offer are all great, and cover all the bases! Definitely a fantastic go-to gift.",2012,2012-06-05,Gift Card
US,53014065,RN7HJ7T9XFKO9,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,N,Giving a nice gift could not be easier!,"We needed a few gifts for people at work, and I wanted to give them the option to get what they wanted, and yet wanted it to be nice.<br /><br />I ordered two of these, in a gift box (looks like a small jewelry box, nicely done, printed with little amazon words on it so the person knows right away what it is).  The gift card is inside the box.  This looks nice, professional, not cheap, and is delivered next business day for free.  What could be better?<br /><br />I suppose if you need the gift card right NOW, then the best option is to purchase the code online, and immediately you can print the page out with the code on it, but with a day or two notice, I highly recommend the boxed gift card approach when ever you can!",2012,2012-06-05,Gift Card
US,22284751,R1JX2ZFNKAX3HX,B004KNWWO0,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Great gift for anyone!,"Easy, convenient and fast! It's the best last minute gift you can find.  You can email the giftcard if you don't have access to a printer.",2012,2012-06-05,Gift Card
US,27687141,R1OH67RWZ6M3I5,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Great gift for the hard to buy for person.,"My son bought me a giftcard for Mother's day, he knows how much I love to read, and I buy 98% of my books from Amazon.",2012,2012-06-05,Gift Card
US,16642651,R30L073C0YMVCM,B004RD8XPK,356729954,Amazon eGift Card - Congratulations!,5,0,0,N,Y,Amazon Gift Card,I live in Virginia and my neice in California;  she received to card promptly and was really pleased...she too is a customer of Amazon and will enjoy.[[ASIN:BT00CTOUNS Amazon.com Gift Cards - In a Greeting Card - Free One-Day Shipping]],2012,2012-06-05,Gift Card
US,13202394,R3AJ66CDUX0T8U,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Mother's Day Gift Card,"After receiving a Kindle for Christmas, my daughter gave me an Amazon gift card for Mother's Day.  It is so easy to use - the only problem is what to pick!",2012,2012-06-05,Gift Card
US,43515060,R1MYY4DGDCKQPV,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,Y,Terrific Gift!,"There isn't anything more welcome to an avid reader than an Amazon Gift Card.  The knowlege that you've got \\""money in the bank\\""' so to speak , when you have read everything you've got and it's midnight and you need something new to read is so absolutely comforting - and if by chance you're having a hip replacement, you can always get the new grabber that you're going to need!",2012,2012-06-05,Gift Card
US,12308081,R3RZB7LU2CGPJE,B004KNWX4O,553844272,Amazon Gift Card - Print - Happy Mother's Day (Butterflies),5,0,0,N,Y,awesome,am happy to get this gift for my mom. getting a gift card from amazon makes shopping for loved ones quick and easy.,2012,2012-06-05,Gift Card
US,49932782,RW1Q3EO6AM289,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Easier Then Ever To Use!,"I recently recieved a 30$ gift card in the mail for my birthday and I have to say that of the cards i've gotten from the site over the years, this has been by far the easiest to use :) the promo code was easy to read and type in; and when i went over they just applied the balance to my usual method of payment without any extra fuss. Top marks :)",2012,2012-06-05,Gift Card
US,43682927,RYA66KVRG82LI,B004RD8XPK,356729954,Amazon eGift Card - Congratulations!,5,0,0,N,Y,Great gift idea!,"An Amazon gift card was the perfect graduation gift for my nephew.  Since you can get pretty much anything on Amazon, he was able to pick out just what he wanted to begin a new chapter in his life.",2012,2012-06-05,Gift Card
US,11384840,R2EGS0AWIV0OAZ,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Gift card from Amazon,"Receiving an Amazon gift card was wonderful.  I could choose from a broad spectrum of items.  Always buying for my Kindle, purchasing a toy wagon for a i year old, and items for the house were only a few items purchased.  It was so easy.  By entering the card in my account, I can use it any time.  It is a great gift!",2012,2012-06-05,Gift Card
US,53090971,R3LG778UOJ28Z9,BT00DC6QU4,473048287,Amazon.com eGift Cards,5,0,0,N,Y,It's a gift card!,"For some absolutely unfathomable reason, Amazon sent me an email asking for a review of a Gift Card.  So here it is...<br /><br />The Amazon Gift Card worked extremely well.  After going to the \\""Redeem Gift Card\\"" link on the my account page, and typing in the mystery code number, the balance on the card ($50.00) was magically credited to my account!  I then spent it on more useless crud.<br /><br />May your own experience be just as rewarding...give or take a few dollars.",2012,2012-06-05,Gift Card
US,15802001,RIC723P58VSQV,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Best gift idea,The Amazon gift card is the best gift to give and receive.  You can always find a something to buy for yourself and or the person receiving a Amazon gift card can find something to buy something on Amazon.,2012,2012-06-05,Gift Card
US,39034109,RF6IVOUAZ2J2X,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,Great gift idea,"This is a wonderful gift since I enjoy shopping on Amazon.  Only one problem, the code to enter was in all caps and had to be put in in lower case letters.  Scared me for a monent then I figured it out.",2012,2012-06-05,Gift Card
US,20394626,R2DRRCBPKYR34T,BT00DDC7BK,802996579,Amazon.com Gift Cards - Print at Home,5,0,0,N,N,"awesome,","worked like a charm<br />love these because you really can get pretty much anything you could imagine with it, perfect gift idea",2012,2012-06-05,Gift Card
